"kernel","gsize","device","input_bytes","output_bytes","samples","device_mean","device_median","device_var","hostcode_mean","hostcode_median","hostcode_var","transfer_mean","transfer_median","transfer_var","machine"
"amd-app-sdk-3.0-SobelFilter-sobel_filter","19000","IntelXeonCPU","76000","76000","200","0.09081819","0.08689","7.58669621439e-05","0.1800715923309326","0.1447200775146484","0.0359781745018494","0.0892534023309326","0.0571675195922851","0.0354218308885319","gold2"
"npb-3.3-BT-compute_rhs1","1000","IntelXeonCPU","8012","48000","200","0.097603965","0.0992355","0.0005670254327837","0.1837968826293945","0.1788139343261718","0.0013193510994824","0.0861929176293945","0.0760924458007812","0.0010192853431201","gold2"
"npb-3.3-BT-compute_rhs1","9000","IntelXeonCPU","72012","432000","200","0.18020197","0.178887","0.0011015863465791","0.2519571781158447","0.2496242523193359","0.0014196029255231","0.0717552081158447","0.0700440692749023","0.0001922594265068","gold2"
"npb-3.3-CG-conj_grad_0","1000","IntelXeonCPU","8000","32000","200","0.056311415","0.0501169999999999","0.0004716853319527","0.1505887508392334","0.1206398010253906","0.0320482540004718","0.0942773358392334","0.0645252873535156","0.0306025010781755","gold2"
"npb-3.3-CG-conj_grad_0","3000","IntelXeonCPU","24000","96000","200","0.0651773","0.0641565","0.0004388176960699","0.1315939426422119","0.1286268234252929","0.0006705301970555","0.0664166426422119","0.0648155228881836","0.0001930575400657","gold2"
"npb-3.3-CG-conj_grad_0","5000","IntelXeonCPU","40000","160000","200","0.058757115","0.0526655","0.0004773572978117","0.1248133182525634","0.118255615234375","0.0006846573782581","0.0660562032525634","0.0647672791748047","0.000169583060753","gold2"
"npb-3.3-CG-conj_grad_0","7000","IntelXeonCPU","56000","224000","200","0.0691450399999999","0.0632689999999999","0.0005550614674384","0.1410126686096191","0.1281499862670898","0.0078859009988718","0.0718676286096191","0.0645048583984375","0.0074964291053521","gold2"
"npb-3.3-CG-conj_grad_0","9000","IntelXeonCPU","72000","288000","200","0.0681956349999999","0.0594004999999999","0.0004088206196917","0.2050685882568359","0.1263618469238281","0.0820529934117075","0.1368729532568359","0.0635363480224609","0.0815297929672132","gold2"
"npb-3.3-CG-conj_grad_0","11000","IntelXeonCPU","88000","352000","200","0.0618672449999999","0.0588309999999999","5.7123792924975e-05","0.1348388195037841","0.1180171966552734","0.0152688049283256","0.0729715745037841","0.0582515223388671","0.0151706542161002","gold2"
"npb-3.3-CG-conj_grad_0","13000","IntelXeonCPU","104000","416000","200","0.07069107","0.067637","6.32779766951e-05","0.130467414855957","0.1256465911865234","0.0002685596655283","0.059776344855957","0.0578006261596679","0.0001682274319954","gold2"
